Null,Object_id,Hex,Color name,Size
18359,11232,#7b683b,black,7
18360,11233,#4c4630,darkolivegreen,20
18361,11234,#020101,rosybrown,11
18362,11235,#41340c,saddlebrown,10
18363,11239,#d7d9bf,grey,6
18364,11240,#bbaa9d,darkslategrey,3
18365,11241,#b18a68,rosybrown,1
18366,11243,#9c8352,darkolivegreen,26
18367,11247,#474747,darkslategrey,9
18368,11249,#030202,grey,9
18369,11250,#cbcbcb,black,3
18370,16710,#949494,darkslategrey,8
18371,17558,#a59d8c,dimgrey,22
18372,11253,#4d4431,wheat,10
18373,11255,#080604,black,11
18374,11256,#c0b287,tan,7
18375,11258,#5c2c0d,black,21
18376,11259,#b7aa91,darkolivegreen,12
18377,11260,#808080,whitesmoke,3
18378,11261,#a48f73,black,1
18379,11262,#313131,black,24
18380,11263,#917540,black,1
18381,11264,#313131,darkslategrey,18
18382,11265,#4f2e20,saddlebrown,5
18383,11267,#2e2e2e,darkslategrey,14
18384,11269,#2f2e25,darkslategrey,26
18385,701989,#62614f,dimgrey,10
18386,11273,#0e1620,black,1
18387,11274,#4f321b,darkolivegreen,4
18388,11275,#1c1b1c,darkolivegreen,6
18389,11276,#75664b,dimgrey,14
18390,11279,#383838,darkslategrey,9
18391,11284,#f1c97b,burlywood,2
18392,11287,#3f2d18,darkslategrey,18
18393,11289,#5d5f57,grey,13
18394,11290,#afaa97,darkslategrey,3
18395,11301,#6e6256,grey,44
18396,11302,#87988b,black,14
18397,11308,#040706,rosybrown,20
18398,11309,#624c2f,darkgrey,4
18399,11310,#2a260c,sienna,13
18400,11311,#a19e8f,darkgrey,9
18401,11312,#b7b19b,darkgrey,19
18402,11313,#d1d1d1,lightgrey,7
18403,11314,#537873,dimgrey,8
18404,11315,#777777,dimgrey,4
18405,11316,#a49b92,grey,11
18406,11317,#b9b196,grey,16
18407,11318,#746847,darkslategrey,11
18408,11319,#dacfb4,wheat,15
18409,11320,#706a64,darkgrey,14
18410,11321,#5e2d25,silver,4
18411,11322,#5f7466,darkolivegreen,2
18412,11324,#726a60,dimgrey,9
18413,11325,#bb7b2c,dimgrey,8
18414,11326,#a98e58,grey,4
18415,11328,#c5d4d5,darkolivegreen,16
18416,11329,#582722,saddlebrown,3
18417,11332,#1d2024,grey,6
18418,11347,#a9a9a9,darkslategrey,13
18419,11365,#878787,grey,2
18420,11366,#dadada,lightslategrey,2
18421,11392,#84806c,tan,3
18422,11393,#b0a692,darkolivegreen,14
18423,11395,#1b2216,darkgrey,20
18424,11396,#91612d,grey,4
18425,11397,#3c423a,grey,2
18426,16580,#1c1f17,darkkhaki,7
18427,11406,#26231e,darkolivegreen,1
18428,11407,#1d2025,dimgrey,4
18429,11408,#a8895d,darkslategrey,25
18430,11409,#574b39,darkslategrey,5
18431,684606,#513a17,darkolivegreen,9
18432,11417,#020202,darkslategrey,6
18433,11418,#5c412a,black,1
18434,11433,#2f2f2f,darkslategrey,14
18435,11437,#c7c7c7,dimgrey,7
18436,11448,#a57842,peru,3
18437,11470,#2f240f,black,2
18438,11471,#a1a1a1,silver,3
18439,11495,#848484,darkslategrey,17
18440,11512,#2c3031,darkslategrey,2
18441,11515,#969696,dimgrey,6
18442,11517,#626262,silver,11
18443,11518,#a79c7a,saddlebrown,18
18444,11543,#5d421c,dimgrey,4
18445,11553,#2e2e2e,darkslategrey,7
18446,11583,#443621,black,5
18447,11587,#0c0c08,darkolivegreen,4
18448,11597,#636363,dimgrey,6
18449,11602,#11151c,rosybrown,2
18450,11604,#bfb9af,silver,7
18451,11605,#622613,saddlebrown,9
18452,11610,#83989b,lightslategrey,5
18453,11611,#4f6c67,darkslategrey,6
18454,11614,#382221,dimgrey,5
18455,11619,#010000,darkkhaki,12
18456,11620,#3f3427,black,3
18457,11621,#715b48,black,4
18458,11623,#0a0401,saddlebrown,15
18459,11624,#2b2b2b,darkslategrey,21
18460,11626,#b88c53,darkslategrey,2
18461,11627,#251a09,saddlebrown,3
18462,11651,#b68250,dimgrey,3
18463,12923,#35302d,tan,2
18464,11654,#c5afa0,darkslategrey,4
18465,11655,#515151,darkgrey,13
18466,11674,#7d8790,saddlebrown,9
18467,11675,#677664,dimgrey,6
18468,11683,#dbdbdb,grey,2
18469,11703,#302b3a,black,3
18470,11707,#1e1a14,black,2
18471,11710,#9d8065,sienna,4
18472,11712,#735e3e,darkolivegreen,4
18473,11713,#c8c8c8,silver,3
18474,11716,#161616,darkslategrey,4
18475,11718,#231f16,dimgrey,9
18476,11719,#745d46,dimgrey,5
18477,11723,#050805,saddlebrown,10
18478,11728,#454545,gainsboro,3
18479,11734,#9a886b,darkslategrey,6
18480,11737,#322416,black,14
18481,11739,#846f42,darkkhaki,9
18482,11740,#bd8b46,peru,3
18483,11741,#676767,dimgrey,24
18484,11742,#c58755,peru,12
18485,11743,#6f5b34,darkslategrey,14
18486,16687,#caa894,tan,5
18487,11744,#46382a,tan,10
18488,11745,#b68525,wheat,4
18489,11758,#e0c9a2,burlywood,2
18490,11759,#433522,darkslategrey,8
18491,11761,#74432f,black,7
18492,11762,#2e2425,darkslategrey,1
18493,11763,#7f684b,grey,8
18494,11764,#bb9b92,darkolivegreen,2
18495,11765,#a5a5a5,dimgrey,12
18496,11766,#313131,darkslategrey,4
18497,11771,#998c7e,darkgrey,7
18498,11774,#b1b1b1,darkgrey,10
18499,11775,#5c5b55,darkgrey,4
18500,11776,#1b1b1b,dimgrey,4
18501,11777,#15191e,darkslategrey,3
18502,11778,#1f2424,dimgrey,7
18503,11779,#928672,grey,11
18504,11797,#3a2913,grey,9
18505,11798,#3e462e,darkolivegreen,4
18506,11799,#525252,black,13
18507,19815,#010101,black,4
18508,19816,#1a1917,dimgrey,7
18509,11834,#28231c,darkkhaki,6
18510,11835,#e0bc74,saddlebrown,6
18511,11851,#283944,darkslategrey,6
18512,11853,#a9be94,darkolivegreen,17
18513,11854,#b4ac9f,darkslategrey,8
18514,11864,#2f2f2e,darkslategrey,10
18515,11867,#bd9551,saddlebrown,23
18516,11894,#f5db83,khaki,7
18517,11903,#686667,silver,8
18518,11904,#cccabf,darkgrey,11
18519,11911,#5b6b69,dimgrey,8
18520,17574,#392c27,grey,8
18521,11913,#564936,darkgrey,15
18522,11934,#83797b,grey,8
18523,11936,#7a7461,darkgrey,8
18524,19523,#8ea6b5,darkgrey,8
18525,19524,#958b8a,darkslategrey,18
18526,20421,#838274,dimgrey,9
18527,11938,#ba9786,sienna,15
18528,11939,#836245,darkslategrey,2
18529,18819,#080b04,darkolivegreen,16
18530,18820,#5f1806,darkolivegreen,4
18531,11957,#4b3a24,darkolivegreen,8
18532,11983,#767676,grey,2
18533,11984,#3a3a3a,darkslategrey,4
18534,12024,#65624d,darkolivegreen,10
18535,12534,#836136,black,20
18536,12542,#0a0808,darkolivegreen,10
18537,12543,#c0a96d,darkgrey,22
18538,12545,#939084,darkslategrey,4
18539,12551,#4d342e,darkslategrey,1
18540,12569,#9a865a,darkolivegreen,12
18541,12578,#353535,black,5
18542,12600,#482006,saddlebrown,5
18543,12601,#9c676a,grey,5
18544,12602,#1c1a17,darkolivegreen,4
18545,12977,#888888,grey,3
18546,12630,#8a8a8a,lightgrey,8
18547,12631,#77342c,dimgrey,3
18548,12643,#6a6a6a,gainsboro,6
18549,12644,#033c43,darkslategrey,4
18550,12646,#b28c54,saddlebrown,6
18551,12690,#e8dbad,darkkhaki,3
18552,12692,#a4704c,burlywood,1
18553,12693,#754d32,sienna,8
18554,12695,#5d5d4b,rosybrown,8
18555,12696,#c3a684,darkslategrey,9
18556,12698,#c69a90,rosybrown,4
18557,12699,#af9364,grey,5
18558,12701,#b59667,darkslategrey,4
18559,12702,#a78956,sienna,7
18560,12704,#32161d,darkkhaki,5
18561,12705,#7d868f,black,3
18562,12707,#d7ab86,tan,2
18563,12708,#1e2024,darkolivegreen,2
18564,12709,#626262,black,3
18565,12768,#8f8f8f,dimgrey,5
18566,12769,#785a34,darkolivegreen,2
18567,12770,#aeaeae,dimgrey,12
18568,12771,#cfcfcf,lightgrey,12
18569,12772,#25200a,saddlebrown,12
18570,12773,#958b71,black,13
18571,12791,#433e2c,dimgrey,1
18572,12792,#4b3d2c,darkslategrey,3
18573,12793,#94887a,dimgrey,2
18574,12794,#473624,darkslategrey,6
18575,12796,#090604,sienna,8
18576,12797,#6a6554,dimgrey,10
18577,12799,#14110d,saddlebrown,11
18578,12800,#cdc0b7,black,5
18579,12801,#38271c,darkolivegreen,5
18580,12806,#37707e,silver,4
18581,12811,#746448,grey,8
18582,12819,#161212,darkkhaki,4
18583,12822,#090306,darkkhaki,8
18584,12823,#4f351d,darkslategrey,6
18585,12824,#528892,darkslategrey,5
18586,12825,#3c3c3c,black,3
18587,12827,#919191,silver,5
18588,12828,#302118,saddlebrown,3
18589,12829,#85603d,grey,14
18590,12830,#979797,dimgrey,4
18591,12842,#2b4034,silver,9
18592,12843,#63644d,darkseagreen,17
18593,12845,#a19b7f,darkgrey,7
18594,14202,#95896c,darkolivegreen,10
18595,12846,#9a7457,darkslategrey,9
18596,12855,#644725,darkolivegreen,7
18597,13003,#212121,darkgrey,7
18598,13027,#1d1d1d,darkgrey,12
18599,12903,#919191,dimgrey,9
18600,19022,#493712,darkolivegreen,18
18601,20889,#2a201c,darkslategrey,9
18602,20891,#6f4a32,darkolivegreen,13
18603,12917,#1d1013,sienna,3
18604,12975,#633a2d,grey,3
18605,13057,#7f5e2e,darkolivegreen,3
18606,12980,#747779,dimgrey,10
18607,13008,#555555,dimgrey,17
18608,13209,#caa980,dimgrey,23
18609,13210,#1e1a16,dimgrey,1
18610,13211,#b0a389,rosybrown,22
18611,13223,#251d10,darkslategrey,12
18612,13237,#b78c66,sienna,14
18613,13269,#51484b,darkslategrey,24
18614,13043,#746c5c,dimgrey,9
18615,13045,#a35a42,rosybrown,3
18616,13047,#0d0a07,black,2
18617,13049,#1e202b,silver,2
18618,13051,#1a2c33,darkgrey,5
18619,13052,#3d3c30,darkslategrey,4
18620,13053,#736439,darkkhaki,3
18621,13091,#4a402b,sienna,2
18622,13093,#3e2f11,black,2
18623,13094,#f3c793,wheat,2
18624,13095,#000000,darkslategrey,12
18625,13096,#060f14,dimgrey,2
18626,13097,#947a3f,darkslategrey,3
18627,13099,#bdb8b7,dimgrey,4
18628,13100,#bbbbbb,silver,2
18629,13101,#585858,lightgrey,5
18630,13102,#5e5e5e,darkslategrey,5
18631,13103,#2b2b2b,grey,26
18632,13104,#151a1f,black,1
18633,13105,#3e3a38,sienna,1
18634,13131,#000000,peru,9
18635,13132,#201e1c,darkslategrey,23
18636,13171,#aa9a7d,darkolivegreen,13
18637,13187,#b38d66,rosybrown,2
18638,13196,#33312a,grey,2
18639,13198,#a29065,black,3
18640,13199,#d1cebd,rosybrown,7
18641,13202,#251a15,darkolivegreen,5
18642,13204,#5c5c5c,dimgrey,6
18643,13312,#ab7c25,black,11
18644,13313,#464930,darkolivegreen,22
18645,16875,#322d1c,darkslategrey,7
18646,13331,#877d62,darkslategrey,4
18647,13334,#504c3d,darkgrey,2
18648,13335,#493826,grey,6
18649,13336,#080808,darkslategrey,4
18650,13337,#6f6d60,darkgrey,5
18651,13338,#535e5c,dimgrey,2
18652,13343,#bcbcbc,silver,5
18653,13344,#45312f,grey,4
18654,13345,#000000,black,17
18655,13349,#bf9238,peru,7
18656,13350,#b5b5b5,darkslategrey,3
18657,13351,#5e5e5e,lightgrey,24
18658,13352,#acacac,lightslategrey,14
18659,13355,#59684f,darkslategrey,4
18660,13356,#3a3328,darkkhaki,5
18661,13357,#b4a789,grey,14
18662,13360,#bdbdbd,darkslategrey,9
18663,14483,#454545,darkslategrey,7
18664,14513,#a3a3a3,darkgrey,1
18665,14514,#a0957c,tan,8
18666,21126,#563f2d,darkolivegreen,4
18667,16590,#67442c,darkkhaki,3
18668,16591,#492217,darkslategrey,25
18669,16592,#8d7e97,lightslategrey,4
18670,17447,#101419,saddlebrown,3
18671,17517,#1d1b19,darkslategrey,6
18672,20517,#3a2f26,grey,7
18673,437271,#2f1f0e,black,6
18674,631985,#231b15,black,5
18675,635384,#485f56,grey,9
18676,635395,#3d2118,black,11
18677,635399,#2f5449,black,3
18678,635400,#6c4532,darkslategrey,6
18679,635401,#413124,dimgrey,11
18680,641448,#2b2a20,black,8
18681,694642,#a7a397,darkgrey,19
18682,698529,#c89c68,darkkhaki,1
18683,719486,#503f2b,darkolivegreen,4
18684,34018,#d3c2b0,peru,30
18685,34019,#a8a8a8,darkgrey,5
18686,34020,#2b2b2b,darkslategrey,22
18687,35155,#594326,sienna,1
18688,35655,#e5e5e5,darkslategrey,11
18689,33284,#503a16,sienna,1
18690,436343,#663f15,darkslategrey,3
18691,436729,#d1d1d1,lightgrey,17
18692,36116,#756144,darkslategrey,11
18693,54791,#27261d,grey,4
18694,676034,#dccdba,lightgrey,16
18695,48940,#3c3c3c,darkgrey,10
18696,42344,#464230,dimgrey,21
18697,701452,#766d5e,grey,7
18698,436571,#241b19,sienna,3
18699,435895,#2f1f11,black,23
18700,436689,#343026,darkolivegreen,2
18701,436823,#231f16,saddlebrown,3
18702,436824,#a6906f,darkolivegreen,6
18703,436808,#26374a,darkslategrey,3
18704,436809,#959186,grey,6
18705,436810,#3a2411,black,8
18706,726543,#271a11,black,7
18707,435778,#a77b48,tan,3
18708,435779,#5b5a51,black,4
18709,435892,#856d52,tan,1
18710,436337,#402d25,dimgrey,3
18711,436338,#9a9a9a,black,10
18712,436339,#b3b3b3,lightgrey,2
18713,436340,#121212,lightgrey,43
18714,436341,#393939,grey,9
18715,436342,#2e2e2e,lightgrey,9
18716,436344,#afafaf,black,18
18717,436345,#19160f,darkgoldenrod,2
18718,436397,#313131,darkslategrey,7
18719,436398,#d9d9d9,white,13
18720,436399,#fbfbfb,lightgrey,6
18721,436404,#b2b2b2,darkgrey,12
18722,436406,#886039,black,2
18723,436408,#6c6c6c,darkgrey,2
18724,437772,#c5ac90,tan,4
18725,435737,#33210b,dimgrey,9
18726,435738,#627872,dimgrey,8
18727,435740,#746f46,tan,9
18728,435741,#bfb698,sienna,6
18729,435742,#b4937d,darkslategrey,8
18730,435743,#626a6d,saddlebrown,2
18731,435744,#604c3e,darkolivegreen,2
18732,435745,#897c63,darkolivegreen,5
18733,435746,#555341,dimgrey,8
18734,435747,#6a4f3d,darkslategrey,6
18735,437722,#8d5a27,maroon,10
18736,437724,#bd8648,peru,4
18737,437443,#aca494,darkslategrey,10
18738,437444,#565a57,black,6
18739,437445,#513d23,black,9
18740,437446,#3d2d1e,darkolivegreen,43
18741,437447,#522013,dimgrey,5
18742,437448,#343326,black,7
18743,437449,#271f18,black,6
18744,437450,#2f2b1f,tan,7
18745,437451,#2b1e16,saddlebrown,5
18746,437452,#696050,grey,7
18747,437453,#443e2e,dimgrey,10
18748,437454,#392b1f,saddlebrown,5
18749,435573,#5f726a,dimgrey,5
18750,435576,#35301b,darkslategrey,21
18751,435577,#946d46,sienna,20
18752,437007,#9a742e,sienna,11
18753,435578,#a23d1d,peru,7
18754,435579,#885c30,dimgrey,10
18755,435580,#d8c089,wheat,4
18756,435581,#b28463,peru,7
18757,435583,#c9c9c9,darkgrey,10
18758,435585,#4d3527,dimgrey,9
18759,435590,#d9d9d9,dimgrey,13
18760,435594,#999d8a,darkseagreen,6
18761,435595,#d9b9ab,black,3
18762,435596,#171512,darkslategrey,1
18763,435597,#423327,tan,2
18764,435598,#7e6542,black,6
18765,435599,#fbf3d0,darkslategrey,3
18766,435600,#ad9b67,grey,9
18767,435601,#828282,darkslategrey,8
18768,435603,#53432c,peru,2
18769,435604,#e0c2b3,silver,3
18770,435614,#6a7572,darkgrey,5
18771,435615,#0b0905,brown,12
18772,435616,#edc8b2,sienna,6
18773,435617,#302a2a,antiquewhite,18
18774,435621,#5a482e,darkolivegreen,5
18775,435622,#8b8476,saddlebrown,9
18776,435623,#392b1a,saddlebrown,4
18777,435626,#cfcaa3,tan,4
18778,435627,#b7b7b7,darkgrey,7
18779,435630,#645037,darkolivegreen,5
18780,435631,#433522,darkslategrey,2
18781,435632,#9c855f,darkslategrey,8
18782,435633,#444236,darkslategrey,3
18783,435635,#783021,saddlebrown,4
18784,435640,#788073,darkslategrey,6
18785,435642,#714f29,darkslategrey,7
18786,435643,#e1e1e1,darkslategrey,6
18787,435644,#4087a5,steelblue,10
18788,435645,#341e1b,peru,11
18789,435646,#b5a171,darkkhaki,4
18790,435647,#23261e,steelblue,13
18791,435649,#eaae6f,sandybrown,5
18792,435650,#261d11,darkolivegreen,5
18793,435651,#ac9e83,black,4
18794,435655,#745f3e,black,8
18795,435656,#c5bba6,sienna,11
18796,435657,#414141,darkslategrey,7
18797,435658,#8f6126,peru,14
18798,435659,#d0d0d0,silver,15
18799,435663,#221c12,darkolivegreen,2
18800,435665,#7a6c53,peru,10
18801,435666,#9e4b1f,sienna,8
18802,436994,#784c2d,darkolivegreen,12
18803,435670,#4c3e23,darkkhaki,5
18804,435671,#7a817e,black,6
18805,435672,#5e452b,darkolivegreen,5
18806,435673,#a8886b,rosybrown,13
18807,435678,#462f1d,saddlebrown,8
18808,435680,#b19780,darkolivegreen,5
18809,435682,#b7793e,darkslategrey,5
18810,435683,#080907,black,1
18811,435684,#d1d1d1,grey,11
18812,435687,#a2805d,darkolivegreen,5
18813,435688,#000000,black,8
18814,438099,#978371,darkgrey,1
18815,435690,#473320,saddlebrown,6
18816,435691,#aea080,tan,8
18817,435694,#70462e,black,12
18818,435701,#858585,lightgrey,8
18819,435702,#8a7b45,lightslategrey,8
18820,435703,#593a18,sienna,8
18821,435704,#403121,darkolivegreen,3
18822,435705,#38322d,dimgrey,12
18823,435706,#5c696c,black,4
18824,435707,#3b311f,lightgrey,17
18825,435713,#614e34,darkslategrey,2
18826,435714,#2e2925,darkolivegreen,3
18827,435715,#000000,darkslategrey,2
18828,435716,#967c55,darkolivegreen,4
18829,435717,#342c1e,darkolivegreen,3
18830,435718,#010000,dimgrey,6
18831,435722,#582d11,black,6
18832,435723,#777466,darkolivegreen,9
18833,435724,#0d3c3f,darkslategrey,4
18834,435725,#150d06,sienna,6
18835,435727,#d0c2b1,dimgrey,10
18836,435728,#705234,rosybrown,5
18837,435729,#6c7f7a,darkolivegreen,14
18838,435730,#bfbcbe,wheat,10
18839,435731,#96723e,sienna,5
18840,435733,#929588,dimgrey,4
18841,435734,#f8f8f8,dimgrey,6
18842,435749,#77755b,black,5
18843,435750,#010000,darkslategrey,12
18844,435751,#76664b,tan,10
18845,437987,#272d1e,darkolivegreen,10
18846,437988,#a5abae,darkgrey,11
18847,438551,#121410,darkolivegreen,14
18848,435752,#c1aa7a,darkslategrey,20
18849,435753,#8c6e4c,dimgrey,6
18850,435754,#5f553e,darkslategrey,4
18851,435755,#655849,grey,6
18852,435756,#473823,black,1
18853,435757,#b1b1b1,darkslategrey,2
18854,435759,#140f0b,sienna,12
18855,435760,#d8a34b,darkslategrey,6
18856,435762,#141419,black,6
18857,435763,#d39e29,wheat,6
18858,435765,#635334,darkslategrey,9
18859,435766,#2d2d2d,grey,8
18860,435764,#37180d,sienna,8
18861,435768,#8a765f,sienna,7
18862,435769,#4e3914,darkolivegreen,3
18863,435770,#a1a9a0,black,5
18864,435771,#8f6330,black,5
18865,435772,#6e6248,black,5
18866,435773,#493e24,sienna,10
18867,435774,#302c21,olivedrab,2
18868,435775,#8b7e6d,tan,4
18869,435776,#725d43,black,11
18870,435802,#5b5843,dimgrey,3
18871,435803,#2d3325,darkslategrey,1
18872,435804,#495308,darkolivegreen,20
18873,435805,#141414,gainsboro,9
18874,435806,#595959,darkslategrey,6
18875,435807,#594522,darkolivegreen,6
18876,435809,#c09150,peru,11
18877,435810,#748aa8,darkolivegreen,3
18878,435813,#715c42,darkolivegreen,3
18879,435814,#835214,saddlebrown,3
18880,438465,#243029,grey,3
18881,435817,#231d16,dimgrey,9
18882,435818,#291f1b,sienna,2
18883,435819,#74523a,sienna,4
18884,435820,#6b4728,darkslategrey,7
18885,435822,#a5a5a5,lightgrey,8
18886,435823,#3e2f21,darkolivegreen,7
18887,435824,#dbc5ab,brown,4
18888,435826,#a87f55,peru,6
18889,435829,#6d664a,darkslategrey,4
18890,435830,#1c0e0b,darkkhaki,7
18891,435831,#060603,darkolivegreen,17
18892,435832,#835724,black,10
18893,435833,#15130c,black,3
18894,435835,#eee4aa,palegoldenrod,24
18895,435837,#7c513a,darkslategrey,7
18896,435838,#716b68,grey,15
18897,435839,#637d85,slategrey,11
18898,438100,#516a55,lightgrey,14
18899,438101,#b59664,darkolivegreen,22
18900,438102,#515236,darkseagreen,7
18901,438103,#927a54,tan,4
18902,438105,#8dcbc8,peru,13
18903,438106,#b9c4b2,darkkhaki,11
18904,435842,#ad9b82,rosybrown,19
18905,435844,#8d7a63,black,7
18906,437986,#9e855a,darkolivegreen,1
18907,435847,#030202,saddlebrown,15
18908,435848,#51403b,dimgrey,20
18909,435849,#aa6709,sienna,15
18910,669033,#090906,darkolivegreen,2
18911,435851,#2e261e,darkslategrey,7
18912,435852,#6e4231,saddlebrown,5
18913,435853,#744b25,grey,11
18914,438338,#2a1612,black,3
18915,438813,#424235,darkslategrey,5
18916,435855,#241e13,black,21
18917,435856,#1c1914,saddlebrown,9
18918,442849,#967a59,dimgrey,6
18919,435857,#78664d,lightslategrey,8
18920,435858,#323232,silver,9
18921,435859,#0e305b,rosybrown,2
18922,435860,#b2b2b2,darkslategrey,12
18923,435861,#453222,sienna,4
18924,435862,#c8b192,rosybrown,15
18925,435863,#d3ac62,darkgoldenrod,5
18926,435864,#18110a,darkolivegreen,6
18927,435866,#322510,saddlebrown,14
18928,435867,#5d7044,darkgrey,13
18929,435868,#a57449,sienna,9
18930,435869,#423f2f,darkslategrey,9
18931,435870,#60523f,wheat,8
18932,435871,#887f5c,peru,17
18933,435872,#5f4429,slategrey,18
18934,435873,#54321a,black,20
18935,435874,#646f57,darkslategrey,15
18936,435875,#131518,darkslategrey,9
18937,435876,#937b64,grey,6
18938,435877,#5b391d,saddlebrown,9
18939,435878,#4c6873,dimgrey,13
18940,435879,#060404,black,16
18941,435880,#322d2a,darkolivegreen,16
18942,435881,#254244,darkseagreen,5
18943,435882,#1b2c2e,darkslategrey,25
18944,435883,#2c2d2c,dimgrey,3
18945,435884,#584928,black,7
18946,435885,#6e6341,grey,14
18947,437989,#838779,black,6
18948,437990,#44453e,saddlebrown,10
18949,438136,#2c2b22,dimgrey,7
18950,435886,#25211d,black,2
18951,438724,#7c5c3a,darkslategrey,4
18952,435887,#1c150b,grey,3
18953,435888,#4e3725,dimgrey,4
18954,435894,#27211a,grey,16
18955,435896,#f0e1cf,brown,5
18956,435897,#030102,peru,6
18957,435898,#776747,darkslategrey,16
18958,435899,#59220e,maroon,10
18959,435902,#1a1611,sienna,3
18960,435904,#010101,black,7
18961,435905,#403723,dimgrey,12
18962,435906,#718f93,black,7
18963,435907,#52717f,black,4
18964,435908,#3c2e1c,rosybrown,13
18965,435909,#bba475,darkkhaki,3
18966,435912,#d5d5d5,darkslategrey,2
18967,435916,#7f6838,black,7
18968,435914,#171514,sienna,3
18969,435917,#29201f,darkslategrey,5
18970,435918,#a28960,black,5
18971,435921,#6f5e45,darkolivegreen,6
18972,435923,#46422f,dimgrey,9
18973,435940,#a89e6e,black,6
18974,435945,#100e0f,dimgrey,5
18975,435946,#090909,black,31
18976,435947,#d0d0d0,dimgrey,9
18977,435948,#010200,darkgreen,1
18978,435949,#2b2b2b,darkslategrey,11
18979,435950,#3c3510,dimgrey,12
18980,435951,#050504,darkolivegreen,2
18981,435952,#1b1b1b,darkgrey,9
18982,435953,#a7895c,darkolivegreen,7
18983,435954,#715e36,linen,0
18984,435955,#121209,sienna,16
18985,435956,#1d1d1d,grey,13
18986,435957,#e3e3e3,black,7
18987,435958,#0a0a0a,black,13
18988,435959,#898989,darkgrey,5
18989,435960,#a0a0a0,grey,6
18990,435961,#493323,darkslategrey,15
18991,435962,#aba8a7,darkslategrey,5
18992,435964,#afa382,rosybrown,5
18993,435965,#a18864,black,10
18994,435966,#544d42,black,15
18995,435967,#634b1e,sienna,7
18996,435968,#10191f,darkslategrey,11
18997,435969,#494438,darkslategrey,13
18998,435971,#7c5639,darkslategrey,10
18999,435972,#c0c2b9,darkgrey,10
19000,435975,#403d30,darkslategrey,3
19001,435976,#d4b680,black,5
19002,435977,#a58266,grey,3
19003,435978,#9e8f6d,darkolivegreen,8
19004,435979,#bdb697,lightslategrey,13
19005,435980,#221f1c,black,15
19006,435981,#9b8860,darkslategrey,9
19007,435983,#000000,dimgrey,13
19008,435984,#a99e84,darkslategrey,4
19009,435985,#2b251b,darkolivegreen,6
19010,435986,#8e5c0f,saddlebrown,5
19011,435987,#867962,black,5
19012,435988,#59554c,grey,7
19013,435989,#eee2c1,tan,5
19014,435990,#55584b,black,6
19015,435991,#8b7f68,darkolivegreen,7
19016,437991,#4f4731,saddlebrown,5
19017,438635,#030202,black,14
19018,435992,#8b3d0b,dimgrey,2
19019,435993,#181713,darkolivegreen,3
19020,435997,#332f26,black,6
19021,438158,#6a6641,darkslategrey,9
19022,435998,#1d1614,darkolivegreen,5
19023,436000,#0f0b05,black,18
19024,436001,#5b3e26,black,11
19025,436002,#6b5c40,black,5
19026,436003,#907f5f,grey,14
19027,436005,#bdb99d,darkkhaki,24
19028,436006,#363328,darkslategrey,19
19029,436007,#cf4804,darkkhaki,5
19030,436008,#70604f,darkslategrey,2
19031,436009,#947952,darkolivegreen,18
19032,436010,#3c3f2b,darkslategrey,3
19033,436011,#907e58,darkolivegreen,21
19034,436012,#73694e,rosybrown,7
19035,436013,#7d6849,black,3
19036,436014,#251304,black,2
19037,436015,#0e1012,saddlebrown,1
19038,436016,#b19a7e,black,2
19039,436017,#56381b,darkolivegreen,1
19040,436018,#473c25,darkslategrey,5
19041,436019,#5d340e,saddlebrown,5
19042,436020,#6f664e,grey,5
19043,436021,#0c0803,grey,8
19044,436022,#cba77a,black,8
19045,436023,#231f13,beige,4
19046,436024,#c7bdac,dimgrey,13
19047,436025,#4a4314,darkolivegreen,2
19048,436026,#969696,darkgrey,10
19049,436027,#101010,lightgrey,12
19050,436028,#b5b5b5,lightslategrey,5
19051,438820,#0e0803,black,5
19052,436030,#282013,black,7
19053,436033,#4a2e24,saddlebrown,24
19054,436034,#252421,grey,6
19055,436035,#33312b,black,8
19056,436036,#503225,black,3
19057,436037,#705e49,black,5
19058,436038,#382b24,grey,6
19059,436039,#9f8263,darkslategrey,7
19060,436040,#131210,dimgrey,3
19061,436041,#612213,rosybrown,3
19062,436042,#22201e,black,6
19063,436043,#1e1d1c,dimgrey,3
19064,436044,#313425,black,4
19065,436045,#735338,darkolivegreen,2
19066,436046,#060404,black,18
19067,436047,#000000,slategrey,26
19068,439081,#867662,grey,8
19069,436048,#545454,dimgrey,7
19070,436049,#402617,maroon,1
19071,436052,#332923,black,13
19072,436053,#a87429,sienna,18
19073,438691,#040302,dimgrey,6
19074,436055,#b1b1b1,darkslategrey,13
19075,436056,#b38c4d,peru,8
19076,436057,#3c321d,rosybrown,8
19077,436060,#201811,black,10
19078,436061,#c9b88e,grey,12
19079,436062,#8e897a,rosybrown,11
19080,436063,#7d3b13,dimgrey,14
19081,436064,#927646,sienna,5
19082,436065,#000000,darkolivegreen,14
19083,436068,#664938,darkolivegreen,7
19084,438423,#987024,sienna,10
19085,436077,#181a14,darkolivegreen,3
19086,436079,#42382b,darkolivegreen,2
19087,436080,#d9d9d9,darkslategrey,9
19088,436081,#e7e7e7,white,8
19089,436083,#f0e7d6,grey,13
19090,436084,#483d26,darkolivegreen,7
19091,436085,#1e2214,darkolivegreen,17
19092,436086,#d1d1d1,darkgrey,6
19093,436088,#393939,darkslategrey,8
